operacion;estado;sub;fecha;asesor
4365824;RENUENTE;MENSAJE EXTERNO;20220209;GRUPO.INVESTIGACION
2914664;RENUENTE;MENSAJE EXTERNO;20220209;CEGROUP.RENUENTES
2019662;INVESTIGACION;PRIMER BARRIDO;20220121;CEGROUP.BARRIDO1
484327;INVESTIGACION;PRIMER BARRIDO;20211211;CEGROUP.BARRIDO1
211742;INVESTIGACION;PRIMER BARRIDO;20210831;CEGROUP.BARRIDO1
3594435;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
1818577;INVESTIGACION;PRIMER BARRIDO;20220121;CEGROUP.BARRIDO1
2167444;INVESTIGACION;SEGUNDO BARRIDO;20210527;CEGROUP.BARRIDO2
2037425;ACUERDO;CONDONACION CAMPANA;20220207;GRUPO.INVESTIGACION
4655858;INVESTIGACION;PRIMER BARRIDO;20211118;CEGROUP.BARRIDO1
4518314;RENUENTE;SIN INTENSION DE PAGO;20220128;CEGROUP.RENUENTES
4408865;RENUENTE;NO CONTESTA;20220128;CEGROUP.RENUENTES
3220636;INVESTIGACION;PRIMER BARRIDO;20211211;CEGROUP.BARRIDO1
2165461;INVESTIGACION;PRIMER BARRIDO;20220121;CEGROUP.BARRIDO1
3456884;INVESTIGACION;PRIMER BARRIDO;20220119;CEGROUP.BARRIDO1
3956008;ACUERDO;CUOTAS PARCIALES;20220207;RUBI.CARDENAS
3572734;INVESTIGACION;PRIMER BARRIDO;20211011;CEGROUP.BARRIDO1
5081514;RENUENTE;SIN INTENSION DE PAGO;20220209;CEGROUP.RENUENTES
4180525;ACUERDO;CUOTAS PARCIALES;20220207;RUBI.CARDENAS
2762742;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
813568;INVESTIGACION;PRIMER BARRIDO;20211222;CEGROUP.BARRIDO1
4963086;INVESTIGACION;PRIMER BARRIDO;20211008;CEGROUP.BARRIDO1
5429490;ACUERDO;INCUMPLIDO;20220202;ANDREA.PUENTES
4147134;INVESTIGACION;PRIMER BARRIDO;20220124;CEGROUP.BARRIDO1
848560;INVESTIGACION;PRIMER BARRIDO;20211211;CEGROUP.BARRIDO1
213185;INVESTIGACION;PRIMER BARRIDO;20210831;CEGROUP.BARRIDO1
4992169;RENUENTE;NO CONTESTA;20220126;CEGROUP.RENUENTES
3062440;INVESTIGACION;PRIMER BARRIDO;20211008;CEGROUP.BARRIDO1
1656023;INVESTIGACION;PRIMER BARRIDO;20211105;CEGROUP.BARRIDO1
3171814;INVESTIGACION;PRIMER BARRIDO;20220120;CEGROUP.BARRIDO1
4292362;INVESTIGACION;PRIMER BARRIDO;20211206;CEGROUP.BARRIDO1
208083;INVESTIGACION;SEGUNDO BARRIDO;20211006;CEGROUP.BARRIDO2
5246363;INVESTIGACION;PRIMER BARRIDO;20211001;CEGROUP.BARRIDO1
2897259;INVESTIGACION;PRIMER BARRIDO;20210915;CEGROUP.BARRIDO1
484923;RENUENTE;NO CONTESTA;20220211;CEGROUP.RENUENTES
3718893;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
1627262;RENUENTE;SIN INTENSION DE PAGO;20220202;CEGROUP.RENUENTES
2696764;INVESTIGACION;PRIMER BARRIDO;20211222;CEGROUP.BARRIDO1
3213524;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
4744988;RENUENTE;NO CONTESTA;20220126;CEGROUP.RENUENTES
1012420;INVESTIGACION;SEGUNDO BARRIDO;20210810;CEGROUP.BARRIDO2
4470124;INVESTIGACION;PRIMER BARRIDO;20220124;CEGROUP.BARRIDO1
992069;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
4249513;INVESTIGACION;PRIMER BARRIDO;20220124;CEGROUP.BARRIDO1
4106099;INVESTIGACION;PRIMER BARRIDO;20211211;CEGROUP.BARRIDO1
5335397;INVESTIGACION;PRIMER BARRIDO;20210813;CEGROUP.BARRIDO1
1010771;INVESTIGACION;SEGUNDO BARRIDO;20210628;CEGROUP.BARRIDO2
3770643;INVESTIGACION;PRIMER BARRIDO;20220119;CEGROUP.BARRIDO1
3656676;RENUENTE;SIN INTENSION DE PAGO;20220208;CEGROUP.RENUENTES
414386;INVESTIGACION;SEGUNDO BARRIDO;20210806;CEGROUP.BARRIDO2
2035869;INVESTIGACION;PRIMER BARRIDO;20220121;CEGROUP.BARRIDO1
2384963;INVESTIGACION;SEGUNDO BARRIDO;20210723;CEGROUP.BARRIDO2
2437142;INVESTIGACION;SEGUNDO BARRIDO;20210625;CEGROUP.BARRIDO2
3415160;INVESTIGACION;PRIMER BARRIDO;20211202;CEGROUP.BARRIDO1
5285974;INVESTIGACION;PRIMER BARRIDO;20210813;CEGROUP.BARRIDO1
1595664;ACUERDO;CONDONACION CAPITAL;20220209;ALEXIS.CONTRERAS
2179857;INVESTIGACION;PRIMER BARRIDO;20211211;CEGROUP.BARRIDO1
1081506;INVESTIGACION;PRIMER BARRIDO;20211222;CEGROUP.BARRIDO1
2420357;RENUENTE;NO CONTESTA;20220205;FARIDE.VERA
3134130;ACUERDO;CUOTAS FIJAS;20220129;ALEXA.BARRIOS
1700180;RENUENTE;NO CONTESTA;20220203;CEGROUP.RENUENTES
4270909;RENUENTE;MENSAJE EXTERNO;20220202;CEGROUP.RENUENTES
4276528;INVESTIGACION;PRIMER BARRIDO;20211123;CEGROUP.BARRIDO1
5256311;INVESTIGACION;PRIMER BARRIDO;20220120;CEGROUP.BARRIDO1
771536;RENUENTE;SIN INTENSION DE PAGO;20220211;CEGROUP.RENUENTES
5098956;RENUENTE;NO CONTESTA;20220209;CEGROUP.RENUENTES
1837651;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20210817;SUPERGIROS1
4696794;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
905573;RENUENTE;MENSAJE EXTERNO;20220202;CEGROUP.RENUENTES
3660860;INVESTIGACION;PRIMER BARRIDO;20211020;CEGROUP.BARRIDO1
985015;INVESTIGACION;PRIMER BARRIDO;20210830;CEGROUP.BARRIDO1
1017231;INVESTIGACION;PRIMER BARRIDO;20210824;CEGROUP.BARRIDO1
3732774;INVESTIGACION;PRIMER BARRIDO;20210908;CEGROUP.BARRIDO1
2165862;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
5162966;ACUERDO;CUOTAS FIJAS;20220125;YULI.BONILLA
3337788;INVESTIGACION;PRIMER BARRIDO;20211129;CEGROUP.BARRIDO1
2417895;INVESTIGACION;PRIMER BARRIDO;20211008;CEGROUP.BARRIDO1
2046203;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20210818;SUPERGIROS1
4328651;RENUENTE;NO CONTESTA;20220202;CEGROUP.RENUENTES
4129832;INVESTIGACION;PRIMER BARRIDO;20210916;CEGROUP.BARRIDO1
5237692;RENUENTE;NO CONTESTA;20220203;CEGROUP.RENUENTES
3380784;INVESTIGACION;PRIMER BARRIDO;20210922;CEGROUP.BARRIDO1
3156838;INVESTIGACION;PRIMER BARRIDO;20211222;CEGROUP.BARRIDO1
1608080;RENUENTE;SIN INTENSION DE PAGO;20220209;CEGROUP.RENUENTES
1081869;INVESTIGACION;PRIMER BARRIDO;20211222;CEGROUP.BARRIDO1
2286423;RENUENTE;SIN INTENSION DE PAGO;20220210;CEGROUP.RENUENTES
3774381;INVESTIGACION;PRIMER BARRIDO;20220121;CEGROUP.BARRIDO1
3700095;INVESTIGACION;PRIMER BARRIDO;20211222;CEGROUP.BARRIDO1
991440;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
4809366;INVESTIGACION;PRIMER BARRIDO;20211001;CEGROUP.BARRIDO1
2322939;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
3193141;INVESTIGACION;PRIMER BARRIDO;20211222;CEGROUP.BARRIDO1
2235462;INVESTIGACION;PRIMER BARRIDO;20211210;CEGROUP.BARRIDO1
615211;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
5376050;RENUENTE;NO CONTESTA;20220201;CEGROUP.RENUENTES
2107415;INVESTIGACION;PRIMER BARRIDO;20211118;CEGROUP.BARRIDO1
5264672;INVESTIGACION;PRIMER BARRIDO;20220117;CEGROUP.BARRIDO1
5035924;INVESTIGACION;SEGUNDO BARRIDO;20210611;CEGROUP.BARRIDO2
4183569;INVESTIGACION;PRIMER BARRIDO;20211206;CEGROUP.BARRIDO1
3669720;INVESTIGACION;PRIMER BARRIDO;20211117;CEGROUP.BARRIDO1
4365756;RENUENTE;SIN INTENSION DE PAGO;20220201;CEGROUP.RENUENTES
481896;INVESTIGACION;PRIMER BARRIDO;20210907;CEGROUP.BARRIDO1
4455558;RENUENTE;INTENSION DE PAGO;20220204;CEGROUP.RENUENTES
4523919;RENUENTE;NO CONTESTA;20220202;CEGROUP.RENUENTES
2730833;INVESTIGACION;PRIMER BARRIDO;20220119;CEGROUP.BARRIDO1
3177386;RENUENTE;NO CONTESTA;20220119;CEGROUP.RENUENTES
534061;INVESTIGACION;PRIMER BARRIDO;20220203;CEGROUP.BARRIDO1
159916;INVESTIGACION;PRIMER BARRIDO;20211223;CEGROUP.BARRIDO1
4510552;INVESTIGACION;PRIMER BARRIDO;20211210;CEGROUP.BARRIDO1
4891152;INVESTIGACION;PRIMER BARRIDO;20211118;CEGROUP.BARRIDO1
1093553;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20211209;SUPERGIROS1
1950152;INVESTIGACION;PRIMER BARRIDO;20211220;CEGROUP.BARRIDO1
3706411;RENUENTE;NO CONTESTA;20220208;CEGROUP.RENUENTES
1661787;INVESTIGACION;PRIMER BARRIDO;20210908;CEGROUP.BARRIDO1
4054448;INVESTIGACION;SEGUNDO BARRIDO;20211102;CEGROUP.BARRIDO2
1017203;INVESTIGACION;PRIMER BARRIDO;20210830;CEGROUP.BARRIDO1
4713293;INVESTIGACION;PRIMER BARRIDO;20210907;CEGROUP.BARRIDO1
3124669;INVESTIGACION;PRIMER BARRIDO;20211117;CEGROUP.BARRIDO1
2253624;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
118174;ACUERDO;CUOTAS FIJAS;20220203;RUBI.CARDENAS
1666279;INVESTIGACION;SEGUNDO BARRIDO;20210608;CEGROUP.BARRIDO2
3231698;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
4031126;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
1370466;INVESTIGACION;SEGUNDO BARRIDO;20210622;CEGROUP.BARRIDO2
846811;INVESTIGACION;SEGUNDO BARRIDO;20210625;CEGROUP.BARRIDO2
4639874;INVESTIGACION;PRIMER BARRIDO;20211213;CEGROUP.BARRIDO1
531283;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
2397538;INVESTIGACION;PRIMER BARRIDO;20211119;CEGROUP.BARRIDO1
4619010;ACUERDO;CUOTAS FIJAS;20220211;VIVIANA.MAHECHA
83970;INVESTIGACION;PRIMER BARRIDO;20210901;CEGROUP.BARRIDO1
1517599;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
4520545;INVESTIGACION;PRIMER BARRIDO;20211008;CEGROUP.BARRIDO1
4979986;INVESTIGACION;PRIMER BARRIDO;20210907;CEGROUP.BARRIDO1
1541996;INVESTIGACION;PRIMER BARRIDO;20211209;CEGROUP.BARRIDO1
3038786;INVESTIGACION;SEGUNDO BARRIDO;20211006;CEGROUP.BARRIDO2
2989340;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
4716094;INVESTIGACION;PRIMER BARRIDO;20211118;CEGROUP.BARRIDO1
3526710;RENUENTE;NO CONTESTA;20220209;GRUPO.INVESTIGACION
4973322;INVESTIGACION;PRIMER BARRIDO;20220120;CEGROUP.BARRIDO1
3900364;INVESTIGACION;PRIMER BARRIDO;20220121;CEGROUP.BARRIDO1
477133;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
4313429;INVESTIGACION;SEGUNDO BARRIDO;20210916;CEGROUP.BARRIDO2
3629035;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
4415528;RENUENTE;NO CONTESTA;20220125;CEGROUP.RENUENTES
725038;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
3893184;RENUENTE;NO CONTESTA;20220128;CEGROUP.RENUENTES
4048614;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20211124;SUPERGIROS1
5230446;INVESTIGACION;PRIMER BARRIDO;20210813;CEGROUP.BARRIDO1
2064204;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
2647546;INVESTIGACION;PRIMER BARRIDO;20211130;CEGROUP.BARRIDO1
4107318;INVESTIGACION;PRIMER BARRIDO;20211004;CEGROUP.BARRIDO1
388980;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
4094320;INVESTIGACION;PRIMER BARRIDO;20211130;CEGROUP.BARRIDO1
2922800;RENUENTE;SIN INTENSION DE PAGO;20220124;CEGROUP.RENUENTES
4693989;RENUENTE;SIN INTENSION DE PAGO;20220208;CEGROUP.RENUENTES
4603980;RENUENTE;SIN INTENSION DE PAGO;20220126;CEGROUP.RENUENTES
4307860;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20210818;SUPERGIROS1
3005628;INVESTIGACION;PRIMER BARRIDO;20210812;CEGROUP.BARRIDO1
3009762;INVESTIGACION;PRIMER BARRIDO;20211213;CEGROUP.BARRIDO1
2908208;INVESTIGACION;SEGUNDO BARRIDO;20210730;CEGROUP.BARRIDO2
5271975;RENUENTE;NUMERO EQUIVOCADO;20220126;CEGROUP.RENUENTES
4999755;RENUENTE;NO CONTESTA;20220126;CEGROUP.RENUENTES
4853938;RENUENTE;NO CONTESTA;20220203;CEGROUP.RENUENTES
2659483;RENUENTE;SIN INTENSION DE PAGO;20220207;CEGROUP.RENUENTES
1479739;INVESTIGACION;PRIMER BARRIDO;20210825;CEGROUP.BARRIDO1
406933;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
2806430;INVESTIGACION;PRIMER BARRIDO;20220203;CEGROUP.BARRIDO1
4347192;INVESTIGACION;PRIMER BARRIDO;20211008;CEGROUP.BARRIDO1
5179275;INVESTIGACION;SEGUNDO BARRIDO;20210831;CEGROUP.BARRIDO2
3363079;RENUENTE;MENSAJE EXTERNO;20220203;CEGROUP.RENUENTES
1920459;RENUENTE;SIN INTENSION DE PAGO;20220127;CEGROUP.RENUENTES
5025518;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
1523673;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
1017054;INVESTIGACION;PRIMER BARRIDO;20211108;CEGROUP.BARRIDO1
4140949;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
996269;INVESTIGACION;PRIMER BARRIDO;20211129;CEGROUP.BARRIDO1
3206109;INVESTIGACION;PRIMER BARRIDO;20220209;CEGROUP.BARRIDO1
4529028;RENUENTE;SIN INTENSION DE PAGO;20220128;CEGROUP.RENUENTES
3560425;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
3493513;ACUERDO;CUOTAS FIJAS;20220131;ALEXA.BARRIOS
3991496;INVESTIGACION;PRIMER BARRIDO;20211202;CEGROUP.BARRIDO1
3437564;INVESTIGACION;PRIMER BARRIDO;20211106;CEGROUP.BARRIDO1
2302683;INVESTIGACION;SEGUNDO BARRIDO;20210527;CEGROUP.BARRIDO2
4395836;RENUENTE;SIN INTENSION DE PAGO;20220202;CEGROUP.RENUENTES
1860852;INVESTIGACION;SEGUNDO BARRIDO;20211002;CEGROUP.BARRIDO2
602985;RENUENTE;NO CONTESTA;20220210;CEGROUP.RENUENTES
3780958;INVESTIGACION;PRIMER BARRIDO;20211206;CEGROUP.BARRIDO1
917030;INVESTIGACION;PRIMER BARRIDO;20210831;CEGROUP.BARRIDO1
4573834;RENUENTE;FALLECIDO;20211004;CEGROUP.FALLECIDO
1481404;RENUENTE;NO CONTESTA;20220128;CEGROUP.RENUENTES
5191021;INVESTIGACION;PRIMER BARRIDO;20210813;CEGROUP.BARRIDO1
2667382;INVESTIGACION;SEGUNDO BARRIDO;20210524;CEGROUP.BARRIDO2
2910005;INVESTIGACION;PRIMER BARRIDO;20211118;CEGROUP.BARRIDO1
3155977;INVESTIGACION;PRIMER BARRIDO;20220120;CEGROUP.BARRIDO1
4606522;RENUENTE;SIN INTENSION DE PAGO;20220122;CEGROUP.RENUENTES
4475580;RENUENTE;NO CONTESTA;20220210;RUBI.CARDENAS
1929059;INVESTIGACION;PRIMER BARRIDO;20211117;CEGROUP.BARRIDO1
5225393;INVESTIGACION;PRIMER BARRIDO;20210916;CEGROUP.BARRIDO1
3534196;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20220208;SUPERGIROS1
4208428;INVESTIGACION;PRIMER BARRIDO;20220119;CEGROUP.BARRIDO1
2444942;INVESTIGACION;SEGUNDO BARRIDO;20210730;CEGROUP.BARRIDO2
1634803;RENUENTE;NO CONTESTA;20220209;CEGROUP.RENUENTES
3193534;INVESTIGACION;PRIMER BARRIDO;20211129;CEGROUP.BARRIDO1
467297;ACUERDO;CUOTAS FIJAS;20220209;ANDREA.PUENTES
3131659;INVESTIGACION;PRIMER BARRIDO;20211011;CEGROUP.BARRIDO1
5434426;RENUENTE;NO CONTESTA;20220210;CEGROUP.RENUENTES
2667276;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
4255481;RENUENTE;INTENSION DE PAGO;20220204;CEGROUP.RENUENTES
1393927;RENUENTE;SIN INTENSION DE PAGO;20220209;CEGROUP.RENUENTES
740164;INVESTIGACION;PRIMER BARRIDO;20220209;CEGROUP.BARRIDO1
2850871;INVESTIGACION;PRIMER BARRIDO;20220119;CEGROUP.BARRIDO1
3022034;INVESTIGACION;PRIMER BARRIDO;20210825;CEGROUP.BARRIDO1
4570712;INVESTIGACION;SEGUNDO BARRIDO;20210920;CEGROUP.BARRIDO2
2289905;INVESTIGACION;PRIMER BARRIDO;20220209;CEGROUP.BARRIDO1
910976;INVESTIGACION;PRIMER BARRIDO;20211213;CEGROUP.BARRIDO1
483943;INVESTIGACION;PRIMER BARRIDO;20210907;CEGROUP.BARRIDO1
2281522;INVESTIGACION;PRIMER BARRIDO;20211213;CEGROUP.BARRIDO1
985439;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
1017152;INVESTIGACION;PRIMER BARRIDO;20220209;CEGROUP.BARRIDO1
1522832;INVESTIGACION;PRIMER BARRIDO;20220121;CEGROUP.BARRIDO1
4192568;INVESTIGACION;PRIMER BARRIDO;20210922;CEGROUP.BARRIDO1
1529194;RENUENTE;NO CONTESTA;20220203;CEGROUP.RENUENTES
3517857;RENUENTE;SIN INTENSION DE PAGO;20220202;CEGROUP.RENUENTES
4342677;INVESTIGACION;PRIMER BARRIDO;20211126;CEGROUP.BARRIDO1
1065643;INVESTIGACION;PRIMER BARRIDO;20220205;CEGROUP.BARRIDO2
3409858;RENUENTE;NO CONTESTA;20220202;CEGROUP.RENUENTES
3505378;INVESTIGACION;SEGUNDO BARRIDO;20210913;CEGROUP.BARRIDO2
152067;INVESTIGACION;SEGUNDO BARRIDO;20210625;CEGROUP.BARRIDO2
5152484;RENUENTE;MENSAJE EXTERNO;20220204;CEGROUP.RENUENTES
1381058;ACUERDO;CUOTAS PARCIALES;20220129;MARIA.PERDOMO
4459063;RENUENTE;NO CONTESTA;20220209;MAYRA.RUIZ
5148769;INVESTIGACION;PRIMER BARRIDO;20210813;CEGROUP.BARRIDO1
2774426;INVESTIGACION;PRIMER BARRIDO;20220121;CEGROUP.BARRIDO1
480413;RENUENTE;NO CONTESTA;20220211;CEGROUP.RENUENTES
4102620;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20210810;SUPERGIROS1
2807723;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
3282069;INVESTIGACION;PRIMER BARRIDO;20211210;CEGROUP.BARRIDO1
2835193;INVESTIGACION;SEGUNDO BARRIDO;20210608;CEGROUP.BARRIDO2
4848463;INVESTIGACION;PRIMER BARRIDO;20220119;CEGROUP.BARRIDO1
4814750;INVESTIGACION;SEGUNDO BARRIDO;20210621;CEGROUP.BARRIDO2
1929902;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
3434229;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
444030;RENUENTE;NO CONTESTA;20220211;CEGROUP.RENUENTES
3390400;INVESTIGACION;SEGUNDO BARRIDO;20210916;CEGROUP.BARRIDO2
1017277;INVESTIGACION;PRIMER BARRIDO;20211108;CEGROUP.BARRIDO1
4334118;RENUENTE;INTENSION DE PAGO;20220210;CEGROUP.RENUENTES
2979132;INVESTIGACION;PRIMER BARRIDO;20210825;CEGROUP.BARRIDO1
4527750;INVESTIGACION;SEGUNDO BARRIDO;20210628;CEGROUP.BARRIDO2
3653686;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
603898;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
4003147;INVESTIGACION;PRIMER BARRIDO;20210907;CEGROUP.BARRIDO1
3850919;INVESTIGACION;PRIMER BARRIDO;20211129;CEGROUP.BARRIDO1
1686597;INVESTIGACION;PRIMER BARRIDO;20220122;CEGROUP.BARRIDO1
1753357;RENUENTE;MENSAJE EXTERNO;20220121;CEGROUP.RENUENTES
3816038;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
2728249;INVESTIGACION;SEGUNDO BARRIDO;20211001;CEGROUP.BARRIDO2
4220748;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
5009036;INVESTIGACION;PRIMER BARRIDO;20210909;CEGROUP.BARRIDO1
2934243;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
4558045;INVESTIGACION;PRIMER BARRIDO;20211118;CEGROUP.BARRIDO1
5055548;RENUENTE;NO CONTESTA;20220209;CEGROUP.RENUENTES
1932238;INVESTIGACION;PRIMER BARRIDO;20211223;CEGROUP.BARRIDO1
2067223;INVESTIGACION;PRIMER BARRIDO;20211210;CEGROUP.BARRIDO1
4935423;RENUENTE;SIN INTENSION DE PAGO;20220201;CEGROUP.RENUENTES
4106168;INVESTIGACION;SEGUNDO BARRIDO;20210603;CEGROUP.BARRIDO2
2404712;INVESTIGACION;SEGUNDO BARRIDO;20210528;CEGROUP.BARRIDO2
910633;INVESTIGACION;PRIMER BARRIDO;20210901;CEGROUP.BARRIDO1
4476742;INVESTIGACION;PRIMER BARRIDO;20211013;CEGROUP.BARRIDO1
2608261;RENUENTE;SIN INTENSION DE PAGO;20220202;CEGROUP.RENUENTES
911129;RENUENTE;SIN INTENSION DE PAGO;20220211;CEGROUP.RENUENTES
3809619;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
446224;RENUENTE;MENSAJE EXTERNO;20220211;CEGROUP.RENUENTES
3608498;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
3063799;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
5139266;INVESTIGACION;SEGUNDO BARRIDO;20210616;CEGROUP.BARRIDO2
2090124;INVESTIGACION;PRIMER BARRIDO;20211213;CEGROUP.BARRIDO1
3959372;INVESTIGACION;PRIMER BARRIDO;20211209;CEGROUP.BARRIDO1
2904291;RENUENTE;FALLECIDO;20210813;CEGROUP.FALLECIDO
4895583;INVESTIGACION;SEGUNDO BARRIDO;20211023;CEGROUP.BARRIDO2
771401;INVESTIGACION;PRIMER BARRIDO;20211108;CEGROUP.BARRIDO1
1101036;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
89309;INVESTIGACION;PRIMER BARRIDO;20210817;CEGROUP.BARRIDO1
1126969;INVESTIGACION;PRIMER BARRIDO;20210908;CEGROUP.BARRIDO1
1137957;RENUENTE;NO CONTESTA;20220124;CEGROUP.RENUENTES
195029;INVESTIGACION;PRIMER BARRIDO;20220209;CEGROUP.BARRIDO1
2051879;INVESTIGACION;PRIMER BARRIDO;20220120;CEGROUP.BARRIDO1
3862679;RENUENTE;NO CONTESTA;20220128;CEGROUP.RENUENTES
1992164;RENUENTE;NO CONTESTA;20220209;CEGROUP.RENUENTES
3006053;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
1011888;INVESTIGACION;SEGUNDO BARRIDO;20210717;CEGROUP.BARRIDO2
4596852;RENUENTE;NO CONTESTA;20220126;CEGROUP.RENUENTES
4567153;RENUENTE;NO CONTESTA;20220202;CEGROUP.RENUENTES
1088338;INVESTIGACION;PRIMER BARRIDO;20211213;CEGROUP.BARRIDO1
5199546;ACUERDO;CUOTAS PARCIALES;20220201;ALEXA.BARRIOS
2415240;INVESTIGACION;PRIMER BARRIDO;20210825;CEGROUP.BARRIDO1
5442147;ACUERDO;CUOTAS PARCIALES;20220120;ALEXIS.CONTRERAS
4830875;RENUENTE;NO CONTESTA;20220205;FARIDE.VERA
2592882;INVESTIGACION;SEGUNDO BARRIDO;20220129;CEGROUP.BARRIDO2
1533439;RENUENTE;NO CONTESTA;20220211;NEIDY.FERNAN
2671714;INVESTIGACION;PRIMER BARRIDO;20211129;CEGROUP.BARRIDO1
4338958;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
3182933;INVESTIGACION;PRIMER BARRIDO;20220209;CEGROUP.BARRIDO1
1756945;INVESTIGACION;PRIMER BARRIDO;20220121;CEGROUP.BARRIDO1
5007612;INVESTIGACION;SEGUNDO BARRIDO;20210913;CEGROUP.BARRIDO2
2636601;INVESTIGACION;PRIMER BARRIDO;20220209;CEGROUP.BARRIDO1
4030113;RENUENTE;NUMERO EQUIVOCADO;20220209;CEGROUP.RENUENTES
3201737;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
2100085;INVESTIGACION;PRIMER BARRIDO;20210810;CEGROUP.BARRIDO1
3008916;INVESTIGACION;PRIMER BARRIDO;20211008;CEGROUP.BARRIDO1
3556452;INVESTIGACION;SEGUNDO BARRIDO;20210910;CEGROUP.BARRIDO2
1716854;INVESTIGACION;PRIMER BARRIDO;20220121;CEGROUP.BARRIDO1
3554792;INVESTIGACION;PRIMER BARRIDO;20220203;CEGROUP.BARRIDO1
2366739;INVESTIGACION;PRIMER BARRIDO;20220119;CEGROUP.BARRIDO1
4759765;INVESTIGACION;SEGUNDO BARRIDO;20210831;CEGROUP.BARRIDO2
2030564;INVESTIGACION;PRIMER BARRIDO;20220119;CEGROUP.BARRIDO1
2104533;RENUENTE;NO CONTESTA;20220202;CEGROUP.RENUENTES
5077697;ACUERDO;CUOTAS FIJAS;20220210;ANDREA.PUENTES
3297871;INVESTIGACION;SEGUNDO BARRIDO;20211007;CEGROUP.BARRIDO2
2614040;INVESTIGACION;PRIMER BARRIDO;20211013;CEGROUP.BARRIDO1
3901312;ACUERDO;INCUMPLIDO;20220209;ANDREA.PUENTES
4372153;INVESTIGACION;PRIMER BARRIDO;20211118;CEGROUP.BARRIDO1
2689032;INVESTIGACION;PRIMER BARRIDO;20211008;CEGROUP.BARRIDO1
5007761;INVESTIGACION;PRIMER BARRIDO;20220120;CEGROUP.BARRIDO1
2381128;RENUENTE;NO CONTESTA;20220209;CEGROUP.RENUENTES
